Unnamed: 0,ID,Play,Q,Away,Away O/D,AwayScore,Home,HomeScore,Home O/D,Offense,Defense,Down,Distance,YdLine,Yards,Success?,Line Yards,RB Yards,PointValue,Player Pos,YdLine2,team_game_drive,drive_play,Play Name,Series #,Series Sequence,Field Position,Gain,Hash,Personnel,Tempo,Shift,Formation,Variation,New Field,Formation Family,Backfield,Motion,R*P,Playcall,Protection,Special,RPO,Family,Family 2,Pass Type,Pass Result,BC REC,BC POS,Blitz,Def Formation,Strength,GN Def,Def Motion,Def Play,# of Backs,# Wide,# TE,Gun_map,PlayType,QBRunDir,RBRunDir,PostRead1,MotionPos,Gun,RunDir,Unit,RunDir2,No Huddle?,Complete?,inc_reason,Dist,ExpectedEP,QB Name,Player Name,FormFamily,LeftWR,RightWR,LeftTE,RightTE
961,6.71E+17,73,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,2,4,10,-1,No,-1.2,0.2,-0.0796,RB,-10,6,2,"1507 ARKSTOFFvsULL, Play 029",6,2,-40,-1,L,ST,,,REX,,,,,BUZZ,R,16,,,AFRO,O/S ZONE,O/S ZONE,,,6,B,,,,,,,1,3,1,,Run,,LD,,RB,Shotgun,LD,Offense,,,,Not Available,4,0.611,,Warren Wand,3x1,1,2,0,1
943,6.71E+17,74,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,3,5,,0,No,0,0,0,WR,-11,6,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,5,0.685,Fredi Knighten,Tres Houston,,,,,
968,6.71E+17,83,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,1,10,,0,No,0,0,0,,-18,7,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,10,0.5475,Fredi Knighten,,,,,,
947,6.71E+17,84,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,2,10,18,2,No,2,0,0.1488,RB,-18,7,2,"1507 ARKSTOFFvsULL, Play 032",7,2,-32,2,L,ST,,,LEON,,,,,,R,FLOAT 23,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,34,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.37,,Michael Gordon,2x2,1,2,Fullback,0
960,6.71E+17,85,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,3,8,,0,No,0,0,0,RB,-16,7,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,LD,Backside DE,,Shotgun,LD,Offense,,,,Not Available,8,0.3675,Fredi Knighten,Warren Wand,,,,,
948,6.71E+17,92,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,1,10,33,5,Yes,4.5,0.5,0.318,RB,-33,8,1,"1507 ARKSTOFFvsULL, Play 034",8,1,-17,5,LM,ST,,,LEE,,,,,,R,43,,,ATTACK,I/S ZONE,I/S ZONE,,,34,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.325,,Michael Gordon,2x2,1,2,1,0
934,6.71E+17,94,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,1,10,,5,Yes,4.5,0.5,0.354,QB,-24,8,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.345,,Fredi Knighten,,,,,
962,6.71E+17,95,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,2,5,19,23,Yes,7.5,15.5,1.886,RB,-19,8,4,"1507 ARKSTOFFvsULL, Play 037",8,4,-31,23,R,ST,,,LOBO,,,,,BUZZ,R,27,,,ASTRO,O/S ZONE,O/S ZONE,,,6,B,,,,,,,1,3,1,,Run,?,?,,RB,Shotgun,?,Offense,,,,Not Available,5,0.58,,Warren Wand,3x1,2,1,Fullback,0
967,6.71E+17,96,2,UL-Lafayette,Def,7,Arkansas State,27,Off,Arkansas State,UL-Lafayette,1,10,,46,Yes,0,0,5.0486,WR,4,8,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.415,Fredi Knighten,Chris Murray,,,,,
928,6.71E+17,113,2,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,17,-2,No,-2.4,0.4,-0.1472,0,-17,9,1,"1507 ARKSTOFFvsULL, Play 039",9,1,-33,-2,R,VT,,,VICTORY,,,,,,R,VICTORY,,,,VICTORY,VICTORY,,,9,Q,,,,,,,2,1,1,,Run,Wide Receiver reverse,Wide Receiver reverse,,,Shotgun,Wide Receiver reverse,Offense,,,,Not Available,10,0.5225,,Team Team,Victory,x,x,x,x
931,6.71E+17,115,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,26,6,Yes,5,1,0.4176,WR,-26,10,1,"1507 ARKSTOFFvsULL, Play 040",10,1,-24,6,LM,ST,,,RT,,,,,,R,26,,,AFRO,O/S ZONE,O/S ZONE,,,23,A,,,,,,,1,3,1,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.4925,,J.D. McKissic,2x1,1,1,0,1
929,6.71E+17,116,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,4,,2,No,0,0,0.1456,WR,-20,10,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,4,0.6425,Fredi Knighten,J.D. McKissic,,,,,
949,6.71E+17,117,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,3,2,18,9,Yes,6.5,2.5,0.6948,RB,-18,10,3,"1507 ARKSTOFFvsULL, Play 042",10,3,-32,9,L,ST,88,,LEAD,,,,,,R,18,,,,OPTION,OPTION,,,34,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,2,0.6725,,Michael Gordon,3x1,0,3,1,0
932,6.71E+17,118,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,9,16,Yes,0,0,1.3952,WR,-9,10,4,"1507 ARKSTOFFvsULL, Play 043",10,4,-41,16,R,ST,,,ROCK,,,,,,R,42,,,TROUBLE,I/S ZONE,I/S ZONE,,C,16,A,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,10,0.455,Fredi Knighten,Tyler Trosin,3x1,3,0,0,1
955,6.71E+17,119,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,93,20,Yes,7.5,12.5,2.032,RB,7,10,5,"1507 ARKSTOFFvsULL, Play 044",10,5,43,20,L,ST,NIKE,,LOBO,,,,,,R,27,,,AFRO,O/S ZONE,O/S ZONE,,,30,B,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,10,0.4975,,Johnston White,3x1,2,1,Fullback,0
930,6.71E+17,120,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,73,-3,No,0,0,-0.3252,WR,27,10,6,"1507 ARKSTOFFvsULL, Play 045",10,6,23,-3,L,ST,,,LEAD,,,,,,R,43,,,TROUBLE,I/S ZONE,I/S ZONE,,C,23,A,,,,,,,1,3,1,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.375,Fredi Knighten,J.D. McKissic,3x1,0,3,1,0
959,6.71E+17,122,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,13,,24,Yes,0,0,2.8032,RB,24,10,7,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,13,0.27,Tres Houston,Warren Wand,,,,,
963,6.71E+17,123,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,2,52,1,Yes,1,0,0.1268,RB,48,10,8,"1507 ARKSTOFFvsULL, Play 047",10,8,2,1,L,ST,JET,,LEAD,,,,,,R,43,,,,I/S ZONE,I/S ZONE,,,6,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,2,0.535,,Warren Wand,3x1,0,3,1,0
956,6.71E+17,124,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,1,51,0,No,0,0,0,RB,49,10,9,"1507 ARKSTOFFvsULL, Play 048",10,9,1,0,L,BZ,,,R,WING HOME,,,,,R,84,,,,PWR,PWR,,,30,B,,,,,,,1,4,0,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,1,0.83375,,Johnston White,,,,,
957,6.71E+17,125,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,3,1,51,0,No,0,0,0,RB,49,10,10,"1507 ARKSTOFFvsULL, Play 049",10,10,1,0,LM,BZ,,,R,WING,,,,,R,BOSS 23,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,30,B,,,,,,,1,4,0,,Run,,LC,,,Shotgun,LC,Offense,,,,Not Available,1,0.90125,,Johnston White,,,,,
935,6.71E+17,134,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,30,-1,No,-1.2,0.2,-0.0636,QB,-30,11,1,"1507 ARKSTOFFvsULL, Play 050",11,1,-20,-1,L,ST,,,RAYON,,,,,YAC,R,27,,,ASTRO,O/S ZONE,O/S ZONE,,,9,Q,,,,,,,1,3,1,,Run,?,?,,TE,Shotgun,?,Offense,,,,Not Available,10,0.475,,Fredi Knighten,2x2,2,1,0,Fullback
944,6.71E+17,135,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,11,,12,Yes,0,0,0.816,WR,-31,11,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,11,0.38,Fredi Knighten,Tres Houston,,,,,
950,6.71E+17,136,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,19,2,No,2,0,0.1472,RB,-19,11,3,"1507 ARKSTOFFvsULL, Play 052",11,3,-31,2,R,ST,JET,,ROCK,,,,,,R,42,,,ACE,I/S ZONE,I/S ZONE,,,34,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.495,,Michael Gordon,3x1,3,0,0,1
936,6.71E+17,137,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,8,17,22,Yes,7.5,14.5,1.8304,QB,-17,11,4,"1507 ARKSTOFFvsULL, Play 053",11,4,-33,22,R,ST,,,RAYON,,,,,BUZZ,R,19,,,ASTRO,OPTION,OPTION,,,9,Q,,,,,,,1,3,1,,Run,?,?,,RB,Shotgun,?,Offense,,,,Not Available,8,0.3425,,Fredi Knighten,2x2,2,1,0,Fullback
937,6.71E+17,138,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,,1,No,1,0,0.0924,QB,5,11,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.4025,,Fredi Knighten,,,,,
938,6.71E+17,139,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,9,94,3,No,3,0,0.282,QB,6,11,6,"1507 ARKSTOFFvsULL, Play 055",11,6,44,3,L,ST,,,LEAD,,,,,BUZZ,R,Q 47,,,ACE,PIN PULL,PIN PULL,,,9,Q,,,,,,,1,3,1,,Run,LB,RD,Backside LB,RB,Shotgun,LB,Offense,,,,Not Available,9,0.3375,,Fredi Knighten,3x1,0,3,1,0
933,6.71E+17,140,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,3,6,,19,Yes,0,0,1.9532,WR,9,11,7,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,6,0.2975,Fredi Knighten,Tyler Trosin,,,,,
945,6.71E+17,141,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,1,10,,0,No,0,0,0,WR,28,11,8,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,10,0.4275,Fredi Knighten,Booker Mays,,,,,
939,6.71E+17,142,3,UL-Lafayette,Def,14,Arkansas State,34,Off,Arkansas State,UL-Lafayette,2,10,72,-3,No,-3.6,0.6,-0.3276,QB,28,11,9,"1507 ARKSTOFFvsULL, Play 058",11,9,22,-3,R,ST,,,LEO,,,,,,R,Q 27,,,AFRO,O/S ZONE,O/S ZONE,,,9,Q,,,,,,,1,3,1,,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,10,0.225,,Fredi Knighten,3x1,2,1,1,0
951,6.71E+17,153,4,UL-Lafayette,Def,21,Arkansas State,37,Off,Arkansas State,UL-Lafayette,1,10,18,4,No,4,0,0.3008,RB,-18,12,1,"1507 ARKSTOFFvsULL, Play 060",12,1,-32,4,R,ST,,,RAYON,,,,,BUZZ,R,FLOAT 22,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,34,B,,,,,,,1,3,1,,Run,LC,RB,Backside DE,RB,Shotgun,RB,Offense,,,,Not Available,10,0.4375,,Michael Gordon,2x2,2,1,0,Fullback
952,6.71E+17,154,4,UL-Lafayette,Def,21,Arkansas State,37,Off,Arkansas State,UL-Lafayette,2,6,14,3,No,3,0,0.234,RB,-14,12,2,"1507 ARKSTOFFvsULL, Play 061",12,2,-36,3,R,ST,,,LEE,,,,,,R,47,,,ARC,PIN PULL,PIN PULL,,,34,B,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,6,0.3825,,Michael Gordon,2x2,1,2,1,0
964,6.71E+17,155,4,UL-Lafayette,Def,21,Arkansas State,37,Off,Arkansas State,UL-Lafayette,3,3,11,5,Yes,4.5,0.5,0.406,RB,-11,12,3,"1507 ARKSTOFFvsULL, Play 062",12,3,-39,5,L,ST,JET,,LEAD,,,,,,R,18,,,,OPTION,OPTION,,,6,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,3,0.71,,Warren Wand,3x1,0,3,1,0
969,6.71E+17,156,4,UL-Lafayette,Def,21,Arkansas State,37,Off,Arkansas State,UL-Lafayette,1,10,6,0,No,0,0,0,,-6,12,4,"1507 ARKSTOFFvsULL, Play 063",12,4,-44,16,R,ST,,,RAY,,,,,,R,46,,,FARGO,PIN PULL,PIN PULL,,X,,,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,10,0.5075,Fredi Knighten,,2x2,2,1,0,1
940,6.71E+17,167,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,1,10,25,7,Yes,5.5,1.5,0.4956,QB,-25,13,1,"1507 ARKSTOFFvsULL, Play 064",13,1,-25,7,L,ST,,,LEE,,,,,,R,Q 26,,,,O/S ZONE,O/S ZONE,,,9,Q,,,,,,,1,3,1,,Run,,LD,Backside LB,,Shotgun,,Offense,,,,Not Available,10,0.3475,,Fredi Knighten,2x2,1,2,1,0
965,6.71E+17,168,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,2,3,18,7,Yes,5.5,1.5,0.5348,RB,-18,13,2,"1507 ARKSTOFFvsULL, Play 065",13,2,-32,7,R,ST,,,RAY,,,,,,R,46,,,46,PIN PULL,PIN PULL,,,6,B,,,,,,,1,3,1,,Run,,LD,,,Shotgun,LD,Offense,,,,Not Available,3,0.63,,Warren Wand,2x2,2,1,0,1
953,6.71E+17,169,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,1,10,11,4,No,4,0,0.3232,RB,-11,13,3,"1507 ARKSTOFFvsULL, Play 066",13,3,-39,4,R,ST,,,RAY,,,,,,R,42,,,,I/S ZONE,I/S ZONE,,,34,B,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,10,0.485,,Michael Gordon,2x2,2,1,0,1
958,6.71E+17,170,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,2,6,7,2,No,2,0,0.1664,RB,-7,13,4,"1507 ARKSTOFFvsULL, Play 067",13,4,-43,2,R,ST,,,RAY,,,,,R ARD,R,42,,,TROUBLE,I/S ZONE,I/S ZONE,,,30,B,,,,,,,1,3,1,,Run,RB,LD,Backside LB,WR,Shotgun,LD,Offense,,,,Not Available,6,0.3325,,Johnston White,2x2,2,1,0,1
941,6.71E+17,171,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,3,4,,1,No,1,0,0.0844,QB,-5,13,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,4,0.555,,Fredi Knighten,,,,,
954,6.71E+17,183,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,1,10,22,-1,No,-1.2,0.2,-0.07,RB,-22,14,1,"1507 ARKSTOFFvsULL, Play 069",14,1,-28,-1,R,ST,,,LEON,,,,,YAC,R,26,,,,O/S ZONE,O/S ZONE,,,34,B,,,,,,,1,3,1,,Run,?,?,,TE,Shotgun,?,Offense,,,,Not Available,10,0.2575,,Michael Gordon,2x2,1,2,Fullback,0
942,6.71E+17,184,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,2,11,23,6,No,5,1,0.432,QB,-23,14,2,"1507 ARKSTOFFvsULL, Play 070",14,2,-27,6,R,ST,,,LEE,,,,,BUZZ,R,4,,,,PWR READ,PWR READ,,,9,Q,,,,,,,1,3,1,,Run,LB,RD,Backside LB,RB,Shotgun,LB,Offense,,,,Not Available,11,0.095,,Fredi Knighten,2x2,1,2,1,0
966,6.71E+17,186,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,3,5,17,2,No,2,0,0.1504,RB,-17,14,3,"1507 ARKSTOFFvsULL, Play 071",14,3,-33,2,R,ST,,,RAMBO,,,,,BUZZ,R,26,,,,O/S ZONE,O/S ZONE,,,6,B,,,,,,,1,3,1,,Run,,RB,,RB,Shotgun,RB,Offense,,,,Not Available,5,0.385,,Warren Wand,3x1,1,2,0,Fullback
972,6.71E+17,199,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,1,10,6,3,No,3,0,0.2532,RB,-6,15,1,"1507 ARKSTOFFvsULL, Play 072",15,1,-44,3,L,ST,,,LEON,,,,,,R,23,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,30,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.265,,Johnston White,2x2,1,2,Fullback,0
970,6.71E+17,200,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,2,7,3,-5,No,-6,1,-0.418,0,-3,15,2,"1507 ARKSTOFFvsULL, Play 073",15,2,-47,-5,L,VT,,,VICTORY,,,,,,R,VICTORY STRETCH,,,,VICTORY,VICTORY,,,9,Q,,,,,,,2,1,1,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,7,0.265,,Team Team,Victory,x,x,x,x
971,6.71E+17,201,4,UL-Lafayette,Def,27,Arkansas State,37,Off,Arkansas State,UL-Lafayette,3,12,8,-3,No,-3.6,0.6,-0.2412,0,-8,15,3,"1507 ARKSTOFFvsULL, Play 074",15,3,-42,-3,L,VT,,,VICTORY,,,,,,R,VICTORY,,,,VICTORY,VICTORY,,,9,Q,,,,,,,2,1,1,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,12,0.1425,,Team Team,Victory,x,x,x,x
236,3.00E+16,11,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,10,27,3,No,3,0,0.2028,RB,-27,1,1,"1510 ARKSTOFFvsULM, Play 001",1,1,-23,3,R,ST,,,RAYON,,,,,,R,SCAN 22,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,34,B,,,,,,,1,3,1,,Run,RB,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,10,0.47,,Michael Gordon,2x2,2,1,0,Fullback
235,3.00E+16,12,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,2,7,24,0,No,0,0,0,WR,-24,1,2,"1510 ARKSTOFFvsULM, Play 002",1,2,-26,0,R,ST,JET,,RAYON,,,,,,R,22,,,FARGO,I/S ZONE SPLIT,I/S ZONE SPLIT,,I,,,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,7,0.365,Fredi Knighten,Booker Mays,2x2,2,1,0,Fullback
234,3.00E+16,13,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,3,7,,11,Yes,7.5,3.5,0.8052,QB,-24,1,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,7,0.37,,Fredi Knighten,,,,,
238,3.00E+16,14,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,10,13,-1,No,-1.2,0.2,-0.0772,RB,-13,1,4,"1510 ARKSTOFFvsULM, Play 004",1,4,-37,-1,R,ST,JET,,LEO,,,,,,R,16,,,ACE,O/S ZONE,O/S ZONE,,,6,B,,,,,,,1,3,1,,Run,RB,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,10,0.54,,Warren Wand,3x1,2,1,1,0
239,3.00E+16,15,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,2,11,,-1,No,0,0,-0.0764,WR,-14,1,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,11,0.335,Fredi Knighten,Chris Murray,,,,,
237,3.00E+16,16,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,3,12,,4,No,0,0,0.3104,RB,-15,1,6,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,12,0.2225,Fredi Knighten,Michael Gordon,,,,,
241,3.00E+16,22,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,10,100,-1,No,-1.2,0.2,-0.0876,RB,0,2,1,"1510 ARKSTOFFvsULM, Play 007",2,1,50,-1,L,ST,,,LEON,HOME,,,,,R,27,,,ARC,O/S ZONE,O/S ZONE,,,30,B,,,,,,,1,3,1,Pistol,Run,?,?,,,Pistol,?,Offense,,,,Not Available,10,0.5125,,Johnston White,2x2,1,2,Fullback,0
240,3.00E+16,23,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,2,11,,0,No,0,0,0,WR,-1,2,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,11,0.195,Fredi Knighten,J.D. McKissic,,,,,
242,3.00E+16,24,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,3,11,,9,No,0,0,0.8172,RB,-1,2,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,11,0.2325,Fredi Knighten,Warren Wand,,,,,
243,3.00E+16,32,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,10,,65,Yes,0,0,6.578,WR,-16,3,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,10,0.4675,Fredi Knighten,Dijon Paschal,,,,,
244,3.00E+16,33,1,Arkansas State,Off,0,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,1,51,1,Yes,1,0,0.1346,RB,49,3,2,"1510 ARKSTOFFvsULM, Play 011",3,2,1,1,L,TH,,,THUNDER LT,,,,,ROAM,R,85,,,,PWR,PWR,,,30,B,,,,,,,2,3,0,,Run,RC,LB,,,Shotgun,LB,Offense,,,,Not Available,1,0.8925,,Johnston White,,,,,
245,3.00E+16,45,1,Arkansas State,Off,7,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,10,22,5,Yes,4.5,0.5,0.362,QB,-22,4,1,"1510 ARKSTOFFvsULM, Play 012",4,1,-28,5,L,ST,,,LEON,,,,,,R,SWAT 14,,,ASTRO,CTR,CTR,,,9,Q,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,RC,Offense,,,,Not Available,10,0.535,,Fredi Knighten,2x2,1,2,Fullback,0
247,3.00E+16,46,1,Arkansas State,Off,7,UL-Monroe,0,Def,Arkansas State,UL-Monroe,2,5,17,0,No,0,0,0,WR,-17,4,2,"1510 ARKSTOFFvsULM, Play 013",4,2,-33,0,L,ST,,,LEON,,,,,,R,SW 25,,,FARGO,PWR,PWR,,I,,,,,,,,,1,3,1,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,5,0.5075,Fredi Knighten,Dijon Paschal,2x2,1,2,Fullback,0
246,3.00E+16,47,1,Arkansas State,Off,7,UL-Monroe,0,Def,Arkansas State,UL-Monroe,3,5,,-10,No,0,0,-0.704,QB,-17,4,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RD,Backside DE,,Shotgun,,Offense,,,,Not Available,5,0.5625,,Fredi Knighten,,,,,
248,3.00E+16,53,1,Arkansas State,Off,7,UL-Monroe,0,Def,Arkansas State,UL-Monroe,1,10,,0,No,0,0,0,RB,9,5,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.4675,Fredi Knighten,Michael Gordon,,,,,
251,3.00E+16,54,1,Arkansas State,Off,7,UL-Monroe,0,Def,Arkansas State,UL-Monroe,2,10,91,2,No,2,0,0.192,RB,9,5,2,"1510 ARKSTOFFvsULM, Play 016",5,2,41,2,M,ST,,,LEON,,,,,,R,27,,,ASTRO,O/S ZONE,O/S ZONE,,,34,B,,,,,,,1,3,1,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.33,,Michael Gordon,2x2,1,2,Fullback,0
250,3.00E+16,55,1,Arkansas State,Off,7,UL-Monroe,0,Def,Arkansas State,UL-Monroe,3,8,89,5,No,4.5,0.5,0.494,QB,11,5,3,"1510 ARKSTOFFvsULM, Play 017",5,3,39,5,L,ST,,,LEON,,,,,,R,SWAT 14,,,ASTRO,CTR,CTR,,,9,Q,,,,,,,1,3,1,,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,8,0.3425,,Fredi Knighten,2x2,1,2,Fullback,0
